Property_ID,room,layout_type,property_type,locality,area,furnish_type,bathroom,city,parking_spaces,floor,pet_friendly,power_backup,washing_machine,air_conditioner,geyser/solar,security_deposit,CCTV/security,lift,neighbourhood,Price
71644,4,BHK,Independent Floor,Safdarjung Enclave,2872,Furnished,3,Delhi,0,5,1,1,0,1,1,215424,1,0,1900,31712.80245
79660,2,BHK,Apartment,New Ashok Nagar,1718,Semi-Furnished,3,Delhi,0,16,1,0,1,1,0,356410,1,1,100,49975.39762
163620,1,BHK,Independent Floor,Kharghar,788,Unfurnished,1,Mumbai,1,3,1,0,0,0,1,52818,1,0,3700,10149.84012
60793,3,BHK,Apartment,Chattarpur,1314,Semi-Furnished,2,Delhi,1,19,1,0,1,1,0,178920,1,1,1900,27535.78245
63459,2,BHK,Independent House,Preet Vihar,2196,Semi-Furnished,2,Delhi,1,15,0,0,1,1,1,781632,1,1,1200,113324.3627
39322,2,BHK,Independent House,Sunkadakatte,1255,Semi-Furnished,2,Bangalore,0,3,1,0,1,1,0,135330,1,0,1600,23535.73634
147054,3,BHK,Apartment,Juhu,1026,Unfurnished,2,Mumbai,1,13,0,0,0,0,0,100576,0,1,2800,19941.32868
83500,2,BHK,Apartment,Kukatpally,1497,Unfurnished,5,Hyderabad,1,4,0,0,0,0,0,54444,1,0,3700,14603.82559
79986,1,RK,Independent House,laxmi nagar,732,Unfurnished,1,Delhi,0,17,0,0,0,0,0,13344,0,1,3600,4122.205457
179277,3,BHK,Apartment,Bavdhan,2304,Semi-Furnished,2,Pune,0,15,0,1,1,1,0,44400,0,1,1700,11789.74212
167960,1,BHK,Independent Floor,Goregaon East,759,Unfurnished,1,Mumbai,0,7,1,0,0,0,1,62196,1,1,2700,10165.54139
161778,3,BHK,Apartment,Mahakali Cave Road,686,Furnished,2,Mumbai,1,13,0,0,0,1,0,96222,0,1,2700,19805.69756
136268,1,BHK,Apartment,Chembur,825,Furnished,2,Mumbai,1,11,1,0,0,1,1,120177,0,1,0,19565.04687
15767,2,BHK,Apartment,Jivraj Park,595,Unfurnished,3,Ahmedabad,1,10,0,1,0,0,0,113490,1,1,2200,20008.56584
27928,2,BHK,Apartment,Shanti Nagar,542,Unfurnished,1,Bangalore,1,9,1,1,0,0,0,72750,0,1,2900,15127.91042
75709,2,BHK,Apartment,Punjabi Bagh,905,Furnished,2,Delhi,1,19,1,0,0,1,0,103992,0,1,2500,19836.00353
42455,1,BHK,Apartment,Uthandi,3862,Semi-Furnished,3,Chennai,1,18,1,0,1,1,0,95788,1,1,3900,17802.13935
93428,2,BHK,Apartment,VIP Nagar,1468,Semi-Furnished,2,Kolkata,1,14,0,1,1,1,1,78355,1,1,2100,18309.22828
162602,3,BHK,Apartment,Goregaon West,1418,Semi-Furnished,2,Mumbai,1,13,0,1,1,1,0,71036,1,1,1900,18309.22828
157229,3,BHK,Apartment,Jogeshwari East,348,Furnished,2,Mumbai,1,15,1,1,0,1,0,81424,1,1,3500,17416.53483
146243,4,BHK,Apartment,Chembur,540,Semi-Furnished,2,Mumbai,0,14,0,0,1,1,0,16119,1,1,2000,5026.934846
88985,3,RK,Apartment,Old Bowenpally,900,Unfurnished,2,Hyderabad,1,17,1,0,0,0,0,55756,0,1,1900,14513.23458
95508,2,BHK,Independent Floor,Howrah,369,Unfurnished,4,Kolkata,1,2,1,0,0,0,1,59832,1,0,2100,14128.69914
122695,2,BHK,Independent Floor,Andheri East,2548,Semi-Furnished,3,Mumbai,1,12,0,1,1,1,0,70680,0,1,1400,18309.22828
45868,2,BHK,Apartment,Kambar Nagar Kolathur,636,Semi-Furnished,2,Chennai,1,1,0,0,1,1,1,135276,0,0,3500,22594.15214
67292,3,BHK,Independent Floor,Garhi,1450,Semi-Furnished,2,Delhi,1,3,1,0,1,1,0,163296,0,0,1800,25476.604
3047,3,BHK,Apartment,Vastrapur,1403,Semi-Furnished,2,Ahmedabad,0,17,1,0,1,1,1,324912,0,1,100,45406.48982
23462,3,RK,Apartment,Mahadevapura,3227,Semi-Furnished,2,Bangalore,0,11,1,1,1,1,0,227898,0,1,1300,33229.34299
311,3,BHK,Apartment,Prahlad Nagar,574,Semi-Furnished,2,Ahmedabad,0,18,1,0,1,1,1,116886,1,1,3900,21257.81351
47408,3,BHK,Apartment,Mogappair,1251,Furnished,2,Chennai,0,3,1,0,0,1,0,126112,1,0,2400,21924.97098
134264,4,BHK,Apartment,Mira Road East,606,Unfurnished,1,Mumbai,1,7,0,0,0,0,0,92896,0,1,3900,17920.06688
81403,2,BHK,Apartment,Rohini sector 16,1155,Semi-Furnished,2,Delhi,1,13,0,0,1,1,1,33150,1,1,3300,10122.45657
162812,4,BHK,Apartment,Chembur,1553,Semi-Furnished,2,Mumbai,1,14,1,1,1,1,0,761465,1,1,2700,112438.9184
167719,3,BHK,Independent Floor,Nerul,762,Semi-Furnished,2,Mumbai,1,12,0,0,1,1,1,162432,0,1,2600,25388.65813
39691,2,RK,Apartment,Yeshwantpur,542,Furnished,2,Bangalore,1,13,1,1,0,1,1,55206,1,1,2400,14458.73521
99288,1,BHK,Apartment,Lake Town,1080,Unfurnished,1,Kolkata,0,18,0,0,0,0,0,116570,0,1,3500,18799.37927
150735,2,BHK,Independent House,Virar,1274,Semi-Furnished,1,Mumbai,0,2,0,0,1,1,0,76835,1,0,2800,16083.76127
69107,2,BHK,Apartment,Paschim Vihar,844,Unfurnished,2,Delhi,0,19,1,1,0,0,1,69790,1,1,1800,17346.82902
55824,1,BHK,Apartment,West End,690,Unfurnished,1,Delhi,0,12,1,0,0,0,0,19902,0,1,2000,4894.954832
26044,3,BHK,Apartment,BTM Layout,827,Furnished,2,Bangalore,1,11,0,0,0,1,0,338088,1,1,300,48032.12346
70222,3,BHK,Apartment,Geetanjali Enclave,732,Furnished,1,Delhi,0,10,1,1,0,1,1,22970,1,1,300,5340.66279
47071,3,BHK,Apartment,Pallikaranai,1191,Semi-Furnished,2,Chennai,1,3,0,1,1,1,0,237294,0,0,400,33708.79555
110030,3,BHK,Studio Apartment,Airoli,345,Semi-Furnished,4,Mumbai,0,0,1,0,1,1,0,47324,0,0,300,14458.73521
127227,2,BHK,Villa,Powai,699,Unfurnished,2,Mumbai,1,3,0,0,0,0,0,381320,0,0,2500,51450.92965
54528,3,BHK,Apartment,Greater Kailash,995,Semi-Furnished,2,Delhi,1,13,0,0,1,1,0,130368,1,1,2500,22687.95889
186637,2,BHK,Apartment,Rahatani,1411,Semi-Furnished,1,Pune,0,7,0,0,1,1,1,15050,1,1,3200,4885.677684
21511,1,BHK,Apartment,byatarayanapura,4271,Unfurnished,2,Bangalore,0,2,0,0,0,0,0,51846,0,0,3800,12265.8087
188001,1,BHK,Villa,Dhanori,4791,Semi-Furnished,1,Pune,1,16,0,1,1,1,0,38320,1,1,600,7499.592882
136868,3,BHK,Apartment,Chembur,803,Semi-Furnished,3,Mumbai,1,10,1,1,1,1,0,229518,1,1,1100,33554.28686
131058,1,BHK,Apartment,Kandivali East,1494,Semi-Furnished,3,Mumbai,0,2,0,1,1,1,0,38028,1,0,900,9158.467475
120191,3,BHK,Independent House,Chembur,672,Unfurnished,1,Mumbai,0,9,1,1,0,0,0,79448,1,1,3900,15127.91042
92562,3,BHK,Apartment,Attapur,1244,Furnished,3,Hyderabad,1,1,1,0,0,1,1,128070,1,0,300,22491.84224
14307,3,BHK,Independent House,Bopal,1355,Semi-Furnished,2,Ahmedabad,0,15,0,0,1,1,0,228700,1,1,2400,33575.53599
184468,3,BHK,Independent Floor,Hadapsar,1903,Semi-Furnished,1,Pune,0,9,1,0,1,1,1,39275,0,1,3800,11689.84836
40762,2,BHK,Apartment,Nagavara,1190,Furnished,2,Bangalore,1,3,0,1,0,1,0,78444,1,0,1400,18309.22828
166507,4,BHK,Independent Floor,Mahape,764,Unfurnished,2,Mumbai,0,3,0,0,0,0,1,370035,1,0,3100,50932.82725
66802,1,BHK,Independent House,Navjeevan Vihar,431,Furnished,3,Delhi,1,1,1,0,0,1,0,17667,0,0,3300,4791.986553
6497,2,BHK,Studio Apartment,Thaltej,1141,Semi-Furnished,3,Ahmedabad,0,16,1,1,1,1,0,56405,1,1,1800,14944.96026
39334,2,BHK,Apartment,Electronic City Phase 1,1943,Semi-Furnished,2,Bangalore,1,9,1,0,1,1,1,145332,1,1,1800,23759.6244
20305,2,BHK,Independent Floor,Mahadevapura,1277,Semi-Furnished,2,Bangalore,1,13,1,0,1,1,1,620640,0,1,1100,90377.12715
16904,1,BHK,Independent Floor,Ghuma,1110,Unfurnished,1,Ahmedabad,0,17,0,0,0,0,1,58092,1,1,4000,10227.23595
111164,2,BHK,Independent House,Kharghar,1209,Semi-Furnished,2,Mumbai,1,12,0,1,1,1,0,400347,0,1,300,57933.17843
86007,1,BHK,Apartment,Nagole,2340,Semi-Furnished,1,Hyderabad,0,14,1,1,1,1,0,161441,1,1,1300,25297.04137
147664,1,BHK,Apartment,Juhu,674,Semi-Furnished,2,Mumbai,0,6,1,0,1,1,0,25220,1,0,1000,6597.558735
171031,2,RK,Independent Floor,Hadapsar,670,Unfurnished,2,Pune,1,16,1,0,0,0,0,306684,1,1,500,43086.72773
172989,3,BHK,Apartment,Tingre Nagar,1128,Semi-Furnished,1,Pune,1,6,0,0,1,1,0,150100,0,0,500,22958.44377
41103,3,BHK,Apartment,Rayasandra,2986,Unfurnished,2,Bangalore,1,12,1,1,0,0,0,807462,1,1,600,114620.0016
5980,2,RK,Apartment,Bopal,1400,Semi-Furnished,2,Ahmedabad,1,8,1,0,1,1,1,56595,1,1,300,14944.96026
155904,1,RK,Independent House,Malad East,575,Unfurnished,1,Mumbai,0,15,0,0,0,0,0,56862,0,1,1500,10149.84012
13684,2,BHK,Independent House,Prahlad Nagar,1315,Unfurnished,3,Ahmedabad,0,19,0,0,0,0,0,188343,1,1,3900,28430.23546
8297,2,BHK,Apartment,Shela,1048,Furnished,2,Ahmedabad,1,7,1,1,0,1,0,1051072,0,1,1400,152352.7047
102874,2,BHK,Apartment,Kalwa,749,Semi-Furnished,2,Mumbai,0,1,1,0,1,1,0,42249,0,0,2100,10457.50881
138797,3,BHK,Apartment,Kandivali East,455,Semi-Furnished,1,Mumbai,0,6,1,1,1,1,0,735750,1,0,3500,111736.4092
66959,1,BHK,Apartment,Panchsheel Enclave,862,Furnished,2,Delhi,1,8,0,1,0,1,1,1244439,1,1,3900,206332.2092
61227,2,BHK,Apartment,Lajpat Nagar,1296,Semi-Furnished,3,Delhi,0,3,0,1,1,1,0,121935,1,0,100,21466.31909
111315,1,BHK,Independent House,Goregaon East,635,Unfurnished,1,Mumbai,0,2,1,1,0,0,0,49168,1,0,2200,10149.84012
180627,1,BHK,Apartment,Wagholi,693,Semi-Furnished,2,Pune,1,7,1,0,1,1,1,15990,1,1,3400,4489.004118
124158,2,BHK,Apartment,Khar West,844,Semi-Furnished,2,Mumbai,1,3,1,1,1,1,0,203105,0,0,900,30889.63791
102947,1,RK,Independent Floor,Karanjade,783,Unfurnished,1,Mumbai,0,19,1,1,0,0,1,57500,1,1,1600,10165.54139
83596,1,BHK,Apartment,Kukatpally,1081,Unfurnished,1,Hyderabad,1,13,1,0,0,0,1,26976,1,1,2900,6306.994195
90575,2,BHK,Penthouse,Bowenpally,1510,Furnished,2,Hyderabad,1,6,0,0,0,1,0,79800,1,0,2000,18309.22828
26254,2,BHK,Independent Floor,Maruthi Sevanagar,1434,Semi-Furnished,3,Bangalore,1,0,1,1,1,1,0,58194,0,0,700,14944.96026
9242,1,BHK,Apartment,Shela,856,Semi-Furnished,2,Ahmedabad,0,18,1,1,1,1,1,142562,1,1,2900,22514.31066
113952,1,BHK,Apartment,Chembur,663,Furnished,2,Mumbai,0,10,0,0,0,1,1,10192,1,1,2100,3660.066498
66021,2,BHK,Apartment,Rajouri Garden,1362,Semi-Furnished,2,Delhi,0,1,1,0,1,1,0,159570,1,0,3400,25371.69304
3743,3,BHK,Apartment,Bopal,3315,Semi-Furnished,3,Ahmedabad,1,16,0,1,1,1,1,332310,0,1,2000,45300.19112
70786,2,BHK,Apartment,Sarvodaya Enclave,604,Semi-Furnished,2,Delhi,0,17,0,0,1,1,0,738963,1,1,1000,112748.8495
176632,2,RK,Independent House,Hadapsar,1720,Semi-Furnished,2,Pune,1,16,1,0,1,1,0,215470,0,1,1600,31697.66257
2374,3,BHK,Apartment,Shela,1286,Semi-Furnished,2,Ahmedabad,0,10,1,0,1,1,0,556659,0,1,800,79955.75399
133157,2,BHK,Independent House,Nala Sopara,869,Semi-Furnished,2,Mumbai,0,17,0,0,1,1,1,48132,0,1,2100,14609.67589
162940,3,BHK,Independent Floor,Thane West,606,Furnished,3,Mumbai,1,14,1,1,0,1,1,30750,0,1,1900,8782.16778
83140,1,BHK,Apartment,Hitech City,808,Semi-Furnished,1,Hyderabad,1,8,0,0,1,1,1,68635,0,1,3900,13346.34668
91375,2,RK,Apartment,Miyapur,753,Unfurnished,2,Hyderabad,1,2,1,1,0,0,0,66447,1,0,3500,14968.79608
65081,4,BHK,Apartment,Sector 3 Rohini,2140,Furnished,2,Delhi,1,5,0,0,0,1,0,318177,1,0,2900,45093.60949
25755,3,BHK,Apartment,Kodihalli,1170,Furnished,1,Bangalore,0,19,0,0,0,1,0,73602,0,1,3000,16024.68941
13095,2,BHK,Apartment,Bodakdev,1424,Semi-Furnished,1,Ahmedabad,1,10,0,0,1,1,0,496592,1,1,300,70815.70807
16752,2,BHK,Independent Floor,Ghuma,1050,Semi-Furnished,2,Ahmedabad,1,15,0,0,1,1,1,27800,1,1,3900,8744.992148
172409,2,BHK,Apartment,Hinjewadi,788,Semi-Furnished,4,Pune,1,17,1,0,1,1,0,202248,1,1,3000,30619.26691
75643,2,BHK,Apartment,Uday Park,1246,Semi-Furnished,2,Delhi,1,14,0,0,1,1,1,428718,0,1,1800,60915.98002
155218,2,BHK,Apartment,Tilak Nagar,992,Semi-Furnished,2,Mumbai,0,11,1,1,1,1,1,536049,1,1,3600,76237.3592
59677,3,BHK,Apartment,Vasant Kunj,1686,Semi-Furnished,2,Delhi,1,11,1,0,1,1,0,432240,1,1,200,60818.32336
82309,4,BHK,Independent Floor,Hari Nagar,708,Semi-Furnished,1,Delhi,1,8,0,0,1,1,0,338832,0,1,200,48109.61936
52798,3,BHK,Apartment,Neeti Bagh,768,Semi-Furnished,2,Delhi,1,16,1,1,1,1,0,101448,0,1,3000,19836.00353
22632,3,BHK,Independent Floor,Mahadevapura,454,Unfurnished,1,Bangalore,1,1,1,0,0,0,0,24136,0,0,3700,7239.332159
184674,4,BHK,Independent Floor,Manjari,398,Semi-Furnished,1,Pune,1,12,0,1,1,1,1,32512,1,1,100,8606.029015
1616,1,BHK,Independent Floor,Bopal,1263,Semi-Furnished,2,Ahmedabad,1,7,0,0,1,1,0,162680,1,1,3000,25610.90956
164163,2,RK,Apartment,Santacruz West,2071,Unfurnished,1,Mumbai,0,16,0,0,0,0,1,138825,1,1,2500,23379.13376
69091,2,RK,Apartment,Sector 23 Dwarka,969,Furnished,1,Delhi,1,16,1,0,0,1,0,406224,0,1,1500,60449.91861
93443,2,BHK,Apartment,VIP Nagar,1172,Semi-Furnished,2,Kolkata,0,5,1,1,1,1,1,39954,0,0,1100,11789.74212
8502,1,BHK,Apartment,Bodakdev,984,Semi-Furnished,1,Ahmedabad,1,17,0,0,1,1,0,167470,1,1,3900,26015.76227
65002,2,BHK,Independent Floor,Govindpuri,1971,Semi-Furnished,2,Delhi,1,18,0,0,1,1,0,140055,1,1,3300,23688.40217
111428,3,BHK,Apartment,Kandivali East,459,Semi-Furnished,2,Mumbai,1,2,1,0,1,1,1,146034,0,0,2600,22699.49098
56462,1,BHK,Apartment,Chattarpur,844,Semi-Furnished,1,Delhi,1,19,0,0,1,1,0,1517192,0,1,800,234552.3424
153095,4,RK,Apartment,Jogeshwari West,589,Semi-Furnished,3,Mumbai,0,4,1,1,1,1,0,14814,1,0,1700,4995.270453
78254,1,BHK,Apartment,Gulmohar park,1356,Semi-Furnished,2,Delhi,0,3,0,1,1,1,1,517644,1,0,900,73247.15771
7720,1,BHK,Apartment,Near Vaishno Devi Circle On SG Highway,1998,Furnished,3,Ahmedabad,0,9,1,0,0,1,1,29208,1,1,3900,7023.476428
95859,1,BHK,Independent House,Dhapa,791,Semi-Furnished,1,Kolkata,1,1,1,0,1,1,0,244002,0,0,1000,33977.96089
146296,1,BHK,Apartment,Chembur,819,Semi-Furnished,4,Mumbai,1,2,1,0,1,1,1,96760,1,0,3100,17773.38178
45381,3,BHK,Apartment,Madambakkam,1393,Furnished,2,Chennai,1,9,0,0,0,1,0,554958,1,1,2600,79123.97258
128323,3,BHK,Apartment,Thane West,758,Unfurnished,5,Mumbai,0,10,1,0,0,0,1,37392,1,1,2000,9973.970346
129419,2,BHK,Apartment,Jogeshwari West,1122,Semi-Furnished,2,Mumbai,0,16,1,1,1,1,1,116481,1,1,1100,21167.50136
76854,3,BHK,Apartment,Kalkaji,602,Furnished,2,Delhi,1,17,1,1,0,1,0,89850,0,1,300,17527.6136
110675,1,BHK,Apartment,Sector 20 Ulwe,807,Unfurnished,1,Mumbai,1,17,1,1,0,0,1,4992,0,1,700,2270.308335
20840,1,BHK,Independent Floor,Kartik Nagar,1407,Unfurnished,1,Bangalore,1,3,0,1,0,0,1,2480366,0,0,2400,333628.5933
99145,3,BHK,Apartment,Keshtopur,704,Semi-Furnished,1,Kolkata,1,19,1,0,1,1,0,88440,1,1,3100,15197.79871
21731,1,BHK,Apartment,Varthur,776,Semi-Furnished,1,Bangalore,1,15,1,1,1,1,1,180872,1,1,1300,28456.41155
56689,2,BHK,Apartment,New Ashok Nagar,708,Unfurnished,3,Delhi,1,15,1,1,0,0,1,111424,1,1,3900,19974.17018
105821,1,BHK,Studio Apartment,Chembur,705,Furnished,1,Mumbai,0,4,1,0,0,1,1,251370,1,0,2000,35284.86768
67322,1,BHK,Apartment,Niti Bagh,1386,Semi-Furnished,2,Delhi,0,13,1,0,1,1,1,193893,0,1,1500,29786.54769
95999,1,BHK,Apartment,New Town,1462,Unfurnished,2,Kolkata,1,4,0,1,0,0,0,73325,0,0,1400,15360.66339
46227,2,BHK,Apartment,Perumbakkam,1339,Semi-Furnished,2,Chennai,1,18,0,1,1,1,1,66944,0,1,1400,15933.07636
149865,1,BHK,Apartment,Bandra West,592,Furnished,2,Mumbai,1,8,1,1,0,1,1,117890,1,1,1100,19449.84701
165634,2,BHK,Apartment,Ghatkopar West,2211,Semi-Furnished,2,Mumbai,0,17,1,0,1,1,0,119938,1,1,2100,21333.95097
7279,2,BHK,Apartment,Bodakdev,1287,Furnished,2,Ahmedabad,1,18,1,0,0,1,0,740988,1,1,1300,111272.762
158613,1,BHK,Independent Floor,vile parle west,417,Unfurnished,1,Mumbai,0,2,1,0,0,0,0,35361,1,0,1200,7304.473791
164109,1,BHK,Independent Floor,Jogeshwari West,7906,Unfurnished,1,Mumbai,1,3,1,0,0,0,1,119160,1,0,700,19063.47051
166792,1,RK,Apartment,Ghansoli,907,Unfurnished,1,Mumbai,1,5,1,1,0,0,0,30225,0,0,1900,6281.694105
77998,4,BHK,Independent Floor,Green Park Extension,2508,Semi-Furnished,2,Delhi,0,1,0,1,1,1,1,401856,1,0,2600,57987.68198
172360,1,BHK,Apartment,Baner,6161,Semi-Furnished,1,Pune,0,7,1,1,1,1,0,246736,1,1,3600,33732.34931
182853,1,BHK,Independent Floor,Manjari Budruk,2452,Furnished,3,Pune,0,17,1,1,0,1,0,53158,1,1,3900,12285.22778
108229,1,RK,Apartment,Palava,717,Furnished,2,Mumbai,0,4,0,0,0,1,0,59780,0,0,3700,12264.24375
28896,1,BHK,Apartment,HSR Layout,767,Semi-Furnished,4,Bangalore,1,19,0,1,1,1,1,89904,1,1,3800,15413.74365
68126,3,BHK,Independent House,Maharani Bagh,1509,Unfurnished,2,Delhi,1,1,1,1,0,0,1,152420,1,0,400,23846.34729
134425,1,BHK,Independent Floor,Seawoods,829,Unfurnished,4,Mumbai,0,2,1,0,0,0,0,72495,1,0,2200,15212.77243
96893,1,BHK,Apartment,New Town,600,Furnished,1,Kolkata,1,10,0,1,0,1,0,127620,1,1,300,20599.78509
103574,2,BHK,Independent House,Ulwe,4945,Semi-Furnished,2,Mumbai,1,1,1,0,1,1,1,210272,1,0,2900,31665.89777
31888,2,BHK,Apartment,HSR Layout,1512,Furnished,4,Bangalore,1,13,0,0,0,1,1,335020,1,1,0,47468.79413
163862,2,BHK,Apartment,Bandra West,1284,Unfurnished,2,Mumbai,0,1,0,0,0,0,1,81310,0,0,800,18309.22828
115587,3,BHK,Apartment,Khar,1826,Unfurnished,1,Mumbai,1,0,0,0,0,0,0,594880,1,0,1800,87571.53119
2735,1,RK,Apartment,Makarba,810,Furnished,3,Ahmedabad,1,17,0,0,0,1,0,21790,0,1,2500,6058.2094
98600,1,BHK,Apartment,Chingrighata Flyover,816,Unfurnished,2,Kolkata,1,17,1,1,0,0,0,261765,1,1,1900,37931.46643
59480,3,BHK,Independent Floor,Safdarjung Development Area,1203,Semi-Furnished,4,Delhi,0,16,1,0,1,1,0,154630,1,1,1900,23656.01767
157159,1,BHK,Independent House,Dahisar,819,Unfurnished,2,Mumbai,1,8,0,0,0,0,0,37212,0,1,3400,8982.565987
92966,1,BHK,Apartment,Begumpet,424,Semi-Furnished,4,Hyderabad,1,4,0,1,1,1,1,851560,1,0,1400,128420.4478
34839,2,BHK,Apartment,Nandini Layout,615,Semi-Furnished,2,Bangalore,0,17,0,1,1,1,0,62463,0,1,1600,14458.73521
176936,1,BHK,Apartment,Hadapsar,1636,Unfurnished,1,Pune,1,14,1,0,0,0,0,62692,1,1,3900,10227.23595
185425,2,BHK,Independent House,Warje,1756,Unfurnished,2,Pune,1,6,0,0,0,0,1,97195,1,0,1900,19910.8618
152036,1,BHK,Apartment,Marol andheri east,1803,Unfurnished,1,Mumbai,1,5,0,0,0,0,1,41006,1,0,2800,7418.312609
120904,3,RK,Apartment,Thane West,581,Semi-Furnished,2,Mumbai,0,12,1,0,1,1,1,438680,0,1,2000,61290.88261
162551,1,BHK,Independent Floor,Chembur,1154,Semi-Furnished,1,Mumbai,0,10,0,0,1,1,1,408100,1,1,1400,61018.70571
158574,1,BHK,Apartment,Sector-8A Airoli,1000,Unfurnished,2,Mumbai,1,0,1,0,0,0,0,218630,1,0,2000,31662.79249
152070,1,BHK,Apartment,Andheri East,648,Semi-Furnished,2,Mumbai,0,18,0,0,1,1,0,42444,1,1,3600,9080.985326
119234,1,BHK,Independent House,Kandivali East,1175,Semi-Furnished,1,Mumbai,1,4,0,0,1,1,0,498528,0,0,2400,71178.55239
12085,4,RK,Apartment,Near Vaishno Devi Circle On SG Highway,644,Semi-Furnished,2,Ahmedabad,0,12,0,0,1,1,0,52152,1,1,1800,14458.73521
93206,4,BHK,Independent Floor,Behala,1278,Furnished,3,Kolkata,0,7,1,1,0,1,1,395944,0,1,3300,54953.52278
84322,1,BHK,Independent Floor,Hafeezpet,535,Furnished,1,Hyderabad,1,3,0,0,0,1,1,62550,0,0,3200,10374.02548
75436,3,BHK,Studio Apartment,i p extension patparganj,1344,Semi-Furnished,2,Delhi,0,1,1,1,1,1,0,188670,1,0,1100,28552.31147
116046,4,BHK,Independent House,Khar West,1827,Semi-Furnished,1,Mumbai,0,16,0,0,1,1,0,623680,0,1,2100,92461.11213
127393,4,BHK,Apartment,Worli,1236,Semi-Furnished,2,Mumbai,1,10,1,1,1,1,0,409950,1,1,3000,58722.91364
125653,1,BHK,Independent House,Lower Parel,655,Furnished,1,Mumbai,0,19,1,0,0,1,0,39504,1,1,1700,7417.25683
131700,1,RK,Apartment,Goregaon West,801,Unfurnished,4,Mumbai,0,3,0,0,0,0,1,97540,1,0,1900,17792.14638
140786,1,BHK,Studio Apartment,Dahisar West,868,Unfurnished,2,Mumbai,1,4,1,0,0,0,0,138006,0,0,1700,22356.67411
55151,2,BHK,Independent Floor,Defence Colony,1312,Unfurnished,2,Delhi,1,2,0,0,0,0,0,122728,1,0,1700,21545.23131
49313,1,BHK,Independent Floor,Perungudi,904,Semi-Furnished,2,Chennai,0,18,0,0,1,1,0,54044,1,1,2300,12264.24375
23696,2,BHK,Apartment,Bellandur,1072,Semi-Furnished,2,Bangalore,0,9,1,0,1,1,0,145608,0,1,1900,22806.79627
41111,2,BHK,Apartment,Kumaraswamy Layout,1206,Semi-Furnished,3,Bangalore,1,19,0,1,1,1,0,177716,0,1,1600,26807.58099
142152,1,BHK,Independent House,Mira Road East,793,Unfurnished,2,Mumbai,0,8,0,0,0,0,1,1470550,1,1,3500,224035.6009
176943,1,BHK,Independent Floor,Aundh,7868,Unfurnished,1,Pune,1,8,1,0,0,0,0,58492,1,1,3600,10227.23595
68181,3,BHK,Apartment,Greater kailash enclave II,1388,Semi-Furnished,2,Delhi,0,15,1,0,1,1,1,87890,0,1,1600,18309.22828
111492,3,RK,Apartment,Worli,1292,Furnished,1,Mumbai,1,2,0,0,0,1,1,44286,1,0,1300,11527.42829
163806,4,BHK,Apartment,Thane West,791,Furnished,4,Mumbai,1,9,1,0,0,1,1,342410,1,1,1300,48263.0352
38815,3,BHK,Apartment,Kumaraswamy Layout,1414,Unfurnished,2,Bangalore,0,12,0,1,0,0,1,37541,1,1,3900,11463.66754
14328,3,BHK,Apartment,Bopal,2409,Semi-Furnished,2,Ahmedabad,1,0,1,1,1,1,0,136608,0,0,800,23675.48719
114895,3,RK,Apartment,Wadala,659,Unfurnished,2,Mumbai,1,18,0,0,0,0,0,454770,0,1,1900,63136.34087
78667,1,BHK,Independent Floor,Defence Colony,1287,Furnished,1,Delhi,1,2,0,0,0,1,0,25580,0,0,2500,6317.60671
114769,1,BHK,Apartment,Goregaon East,12196,Semi-Furnished,3,Mumbai,1,4,0,0,1,1,0,64554,1,0,3000,12285.22778
154224,4,BHK,Apartment,Western Express Highway Goregaon East,1073,Unfurnished,5,Mumbai,0,13,1,0,0,0,1,140203,0,1,2200,22661.88045
29218,3,BHK,Apartment,Sarjapur Road Till Wipro,969,Furnished,2,Bangalore,1,3,1,1,0,1,1,208740,1,0,700,31448.20406
111830,1,BHK,Apartment,Malad West,2413,Unfurnished,1,Mumbai,0,3,0,1,0,0,1,698751,1,0,3100,99012.89008
4230,2,BHK,Apartment,Near Vaishno Devi Circle On SG Highway,717,Semi-Furnished,2,Ahmedabad,1,3,1,1,1,1,0,98892,1,0,1300,19870.16126
65203,2,BHK,Apartment,vikaspuri,728,Unfurnished,2,Delhi,0,3,1,1,0,0,0,35204,1,0,1900,9960.953787
133662,3,BHK,Apartment,Worli,709,Unfurnished,1,Mumbai,1,4,1,0,0,0,1,150426,1,0,3000,22618.84359
124645,2,BHK,Independent House,Kharghar,1620,Semi-Furnished,2,Mumbai,1,5,1,0,1,1,0,212892,0,0,1200,31683.77097
53493,3,RK,Apartment,Sector 23 Dwarka,1157,Unfurnished,2,Delhi,1,2,0,0,0,0,1,49306,1,0,800,14603.82559
104402,1,RK,Apartment,Ambernath West,1005,Unfurnished,2,Mumbai,1,12,0,0,0,0,0,222456,0,1,1700,32094.33452
83402,2,BHK,Apartment,Kondapur,1737,Furnished,2,Hyderabad,0,11,1,1,0,1,0,31758,1,1,1900,9534.588035
82415,2,BHK,Apartment,mayur vihar phase 1,969,Furnished,2,Delhi,1,10,1,0,0,1,0,33204,1,1,1700,10016.41606
84078,3,BHK,Apartment,Madhapur,565,Semi-Furnished,2,Hyderabad,1,9,1,0,1,1,0,114324,1,1,3800,19974.17018
91241,2,BHK,Apartment,Toli Chowki,607,Semi-Furnished,2,Hyderabad,0,2,1,0,1,1,0,108942,1,0,1900,19905.80163
